Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act6,Task arrival date_last_act6
2022-10-25 16:29:51.747,2022-10-25 16:29:54.747,2022-10-26 16:43:00.580,2022-10-26 17:18:38.417,2022-11-02 17:27:10.313,100,102,103,104,102,8048,4960,10606,8048,Robot,8048,4960,10606,8048,Non identifiable,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,301,0,24,0,168,15,0,24,0,0,15,1,2,3,4,5,0,0,0,6,0,5,21,11,5,0,2,0,1,2,0,55,46,49,55,0,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,3,2,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,102,2022-11-03 09:26:44.713
2022-10-27 09:10:49.170,2022-10-27 09:10:51.450,2022-10-28 15:10:11.707,2022-10-28 15:22:58.823,2022-10-31 13:09:22.820,100,102,103,104,107,425,4731,10606,425,425,425,4731,10606,425,425,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,29,0,69,0,0,29,0,69,0,1,2,3,4,5,0,0,0,0,0,5,21,11,5,5,1,1,1,1,1,47,52,49,47,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,102,2022-10-31 14:00:20.143
2022-10-27 09:34:09.977,2022-10-27 09:34:11.023,2022-10-28 16:32:33.483,2022-10-28 17:12:17.630,2022-11-15 08:45:24.717,100,102,103,104,102,10285,4960,10606,10285,5268,10285,4960,10606,10285,5268,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,301,0,30,0,423,1,0,30,0,423,1,1,2,3,4,5,0,0,0,14,0,6,21,11,6,21,2,0,1,2,1,48,46,49,48,54,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,3,2,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,102,2022-11-15 10:23:36.767
2022-10-27 10:39:38.420,2022-10-27 10:39:40.280,2022-10-27 11:40:06.350,2022-10-27 11:44:39.757,2022-10-27 13:14:13.493,100,102,103,104,107,9391,3791,10606,9391,9391,9391,3791,10606,9391,9391,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,1,0,1,0,0,0,0,1,0,1,2,3,4,5,0,0,0,0,0,1,21,11,1,1,1,0,1,1,1,53,36,49,53,53,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,2,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,102,2022-10-27 13:15:35.663
2022-10-27 15:23:56.677,2022-10-27 15:23:57.553,2022-10-30 18:21:24.973,2022-10-30 18:30:54.887,2022-11-08 15:46:25.213,100,102,103,104,107,308,4731,10606,308,308,308,4731,10606,308,308,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,74,0,213,0,0,74,0,213,0,1,2,3,4,5,0,2,0,8,0,5,21,11,5,5,4,1,1,4,4,47,52,49,47,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,2,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2022-11-08 15:48:27.660
2022-10-28 09:47:06.927,2022-10-28 09:47:07.437,2022-10-30 10:26:16.930,2022-10-30 14:20:13.440,2022-11-21 10:06:14.280,100,102,103,104,107,10269,4322,10606,10269,10269,10269,4322,10606,10269,10269,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,48,3,523,0,0,22,3,18,0,1,2,3,4,5,0,1,0,20,0,5,21,11,5,5,3,0,1,3,3,51,57,49,51,51,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,102,2022-11-21 10:18:51.577
2022-10-28 09:51:41.370,2022-10-28 09:51:44.753,2022-10-30 10:39:08.010,2022-10-30 14:25:12.243,2022-10-31 09:46:02.580,100,102,103,104,107,10269,4322,10606,10269,10269,10269,4322,10606,10269,10269,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,48,3,19,0,0,48,3,18,0,1,2,3,4,5,0,1,0,0,0,5,21,11,5,5,3,0,1,3,3,51,57,49,51,51,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,102,2022-10-31 09:49:58.020
2022-11-02 10:03:29.687,2022-11-02 10:03:31.030,2022-11-02 10:11:44.977,2022-11-02 10:28:27.180,2022-11-02 12:10:33.797,100,102,103,104,102,8608,Robot,10606,8608,Robot,8608,Non identifiable,10606,8608,Non identifiable,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,301,0,0,0,1,1,0,0,0,0,1,1,2,3,4,5,0,0,0,0,0,5,0,11,5,0,2,0,1,2,0,57,0,49,57,0,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,1,3,2,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,102,2022-11-02 13:57:56.593
2022-11-03 12:57:28.037,2022-11-03 12:57:29.880,2022-11-03 16:40:43.047,2022-11-03 17:02:26.917,2022-11-03 18:56:45.797,100,102,102,103,104,960,Robot,4960,10606,8608,960,Non identifiable,4960,10606,8608,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,290,273,300,279,0,3,0,1,21,0,3,0,1,13,1,2,3,4,5,0,0,0,0,0,5,0,21,11,5,2,0,0,1,2,44,0,46,49,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,3,2,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,102,2022-11-04 16:44:37.187
2022-11-04 17:15:21.363,2022-11-04 17:15:23.723,2022-11-07 10:52:00.273,2022-11-07 11:03:16.920,2022-11-07 12:09:06.240,100,102,103,104,107,Robot,4960,10606,11059,Robot,Non identifiable,4960,10606,11059,Non identifiable,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,65,0,1,73,0,65,0,0,73,1,2,3,4,5,0,0,0,0,0,0,21,11,5,0,0,0,1,3,0,0,46,49,52,0,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,2,3,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,102,2022-11-10 14:07:28.910
2022-11-07 09:33:55.790,2022-11-07 09:33:56.273,2022-11-08 10:42:17.757,2022-11-16 09:24:30.320,2022-11-16 10:01:47.703,100,102,108,103,104,1073,4960,4322,10606,1073,1073,4960,4322,10606,1073,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,274,273,300,279,0,25,190,0,0,0,24,190,0,0,1,2,3,4,5,0,0,0,0,0,5,21,21,11,5,2,0,0,1,2,40,46,57,49,40,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,3,2,0,6,1,1,1,1,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,102,2022-11-16 10:26:42.183
2022-11-07 10:27:06.153,2022-11-07 10:27:06.623,2022-11-08 12:59:09.180,2022-11-08 13:03:45.797,2022-11-08 13:21:14.910,100,102,103,102,103,334,4960,10606,4960,10606,334,4960,10606,4960,10606,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,278,273,278,0,26,0,0,0,0,26,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,11,21,11,7,0,1,0,1,46,46,49,46,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,3,2,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,102,2022-11-08 13:25:57.010
2022-11-08 18:04:13.780,2022-11-08 18:04:26.717,2022-11-10 13:13:31.153,2022-11-10 13:28:14.363,2022-11-10 16:30:25.363,100,102,103,104,107,354,4960,10564,354,354,354,4960,10564,354,354,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,43,0,3,0,0,43,0,0,0,1,2,3,4,5,0,0,0,0,0,4,21,10,4,4,0,0,2,0,0,47,46,51,47,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,102,2022-11-10 16:41:44.103
2022-11-09 08:59:06.977,2022-11-09 08:59:08.820,2022-11-12 15:53:24.023,2022-11-12 16:03:09.633,2022-11-15 16:11:47.543,100,102,103,104,107,10456,4731,10606,10456,10456,10456,4731,10606,10456,10456,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,78,0,72,48,0,78,0,42,48,1,2,3,4,5,0,2,0,1,0,6,21,11,6,6,4,1,1,4,4,49,52,49,49,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,0,2,4,1,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,102,2022-11-17 16:22:53.517
2022-11-09 17:25:22.067,2022-11-09 17:25:24.160,2022-11-11 12:55:08.550,2022-11-11 15:03:23.337,2022-11-14 13:39:53.537,100,105,106,105,106,10080,9083,4731,9083,4731,10080,9083,4731,9083,4731,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,273,273,273,0,43,2,70,69,0,43,2,70,69,1,2,3,4,5,0,0,0,0,2,5,59,21,59,21,3,5,1,5,1,58,52,52,52,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,3,2,0,5,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,105,2022-11-17 10:52:43.183
2022-11-09 18:14:23.177,2022-11-09 18:14:24.880,2022-11-11 12:13:20.973,2022-11-11 12:20:55.450,2022-11-11 13:04:05.280,100,102,103,104,107,10285,4960,10564,10285,10285,10285,4960,10564,10285,10285,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,41,0,0,1,0,41,0,0,1,1,2,3,4,5,0,0,0,0,0,6,21,10,6,6,2,0,2,2,2,48,46,51,48,48,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,102,2022-11-11 14:35:56.517
2022-11-10 13:15:37.600,2022-11-10 13:15:41.507,2022-11-11 08:16:46.747,2022-11-11 10:11:16.890,2022-11-11 14:34:59.747,100,102,103,104,107,10930,4322,10606,10930,10930,10930,4322,10606,10930,10930,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,19,1,4,0,0,19,1,0,0,1,2,3,4,5,0,0,0,0,0,5,21,11,5,5,7,0,1,7,7,49,57,49,49,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,1,0,9,1,1,1,1,0,1,1,0,1,1,1,2,1,0,0,0,1,0,2,1,0,1,0,102,2022-11-11 14:36:36.647
2022-11-10 15:43:57.327,2022-11-10 15:44:01.280,2022-11-11 16:11:09.413,2022-11-11 16:27:33.523,2022-11-11 16:30:00.020,100,102,103,104,107,10929,4731,10606,10929,10929,10929,4731,10606,10929,10929,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,24,0,0,0,0,24,0,0,0,1,2,3,4,5,0,0,0,0,0,5,21,11,5,5,1,1,1,1,1,50,52,49,50,50,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,2,4,1,0,8,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,102,2022-11-11 16:33:09.783
2022-11-14 14:45:09.880,2022-11-14 14:45:18.210,2022-11-15 09:22:15.970,2022-11-16 10:16:14.647,2022-11-16 10:29:35.210,100,102,108,103,104,9815,4960,4322,10606,9815,9815,4960,4322,10606,9815,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,274,273,300,279,0,18,24,0,25,0,18,24,0,25,1,2,3,4,5,0,0,0,0,0,4,21,21,11,4,1,0,0,1,1,49,46,57,49,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,3,2,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2022-11-17 12:00:54.543
2022-11-15 14:00:49.040,2022-11-15 14:00:49.527,2022-11-17 17:16:51.923,2022-11-18 11:37:33.590,2022-11-18 11:40:46.857,100,102,103,104,107,10469,4731,10606,10469,10469,10469,4731,10606,10469,10469,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,51,18,0,0,0,51,0,0,0,1,2,3,4,5,0,1,0,0,0,3,21,11,3,3,0,1,1,0,0,47,52,49,47,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,4,1,0,7,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,102,2022-11-18 11:43:36.493
2022-11-16 18:51:29.407,2022-11-16 18:51:29.893,2022-11-17 08:26:32.603,2022-11-17 10:55:09.367,2022-11-17 13:22:43.043,100,102,103,104,107,647,Robot,10606,647,647,647,Non identifiable,10606,647,647,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,13,2,2,0,0,13,2,2,0,1,2,3,4,5,0,0,0,0,0,5,0,11,5,5,4,0,1,4,4,44,0,49,44,44,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,1,4,1,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,102,2022-11-17 13:26:21.797
2022-11-17 13:27:40.210,2022-11-17 13:27:44.037,2022-11-17 14:20:44.713,2022-11-17 15:52:49.623,2022-11-17 16:06:17.640,100,102,103,104,107,730,4731,10925,730,730,730,4731,10925,730,730,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,0,1,0,0,0,0,1,0,0,1,2,3,4,5,0,0,0,0,0,5,21,8,5,5,1,1,2,1,1,54,52,53,54,54,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,2,4,1,0,8,1,1,1,1,0,1,1,0,1,1,0,3,0,0,1,1,0,0,0,0,0,0,0,102,2022-11-17 16:13:33.583
2022-11-21 08:59:24.897,2022-11-21 08:59:26.960,2022-11-21 11:10:42.560,2022-11-21 13:19:36.970,2022-11-25 10:30:47.507,100,102,102,108,103,57,Robot,3791,3791,10606,57,Non identifiable,3791,3791,10606,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,290,274,273,278,0,2,2,93,0,0,2,2,93,0,1,2,3,4,5,0,0,0,0,0,5,0,21,21,11,0,0,0,0,1,54,0,36,36,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,2,3,0,7,1,1,1,1,1,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,102,2022-11-25 11:23:56.510
2022-11-21 11:17:02.997,2022-11-21 11:17:03.683,2022-11-21 12:02:13.930,2022-11-21 13:36:13.397,2022-11-21 14:09:03.600,100,102,103,104,107,1100,4731,10925,1100,1100,1100,4731,10925,1100,1100,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,0,1,0,0,0,0,1,0,0,1,2,3,4,5,0,0,0,0,0,5,21,8,5,5,2,1,2,2,2,42,52,53,42,42,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,4,1,0,8,1,1,1,1,0,1,1,0,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,102,2022-11-21 14:16:10.430
2022-11-22 14:16:20.097,2022-11-22 14:16:21.503,2022-11-22 14:36:22.253,2022-11-22 14:44:23.653,2022-11-24 10:27:56.947,100,102,103,104,107,334,4731,10606,9437,334,334,4731,10606,9437,334,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,0,0,43,1,0,0,0,0,1,1,2,3,4,5,0,0,0,0,0,5,21,11,3,5,7,1,1,4,7,46,52,49,54,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,102,2022-11-24 12:06:04.293
2022-11-24 11:31:34.860,2022-11-24 11:31:37.707,2022-11-24 16:39:55.410,2022-11-24 16:46:48.770,2022-11-24 17:24:05.967,100,105,101,105,101,7839,9083,7839,9083,7839,7839,9083,7839,9083,7839,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,5,0,0,21,0,3,0,0,15,1,2,3,4,5,0,0,0,0,0,29,59,29,59,29,0,5,0,5,0,56,52,56,52,56,Non applicable,300,Non applicable,300,Non applicable,3,0,5,0,2,5,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,105,2022-11-25 14:47:14.533
2022-11-24 14:29:42.397,2022-11-24 14:29:48.130,2022-11-24 14:48:24.890,2022-11-24 15:21:30.690,2022-11-24 15:52:01.917,100,102,103,104,107,8182,4960,10606,8182,8182,8182,4960,10606,8182,8182,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,0,0,0,92,0,0,0,0,2,1,2,3,4,5,0,0,0,0,0,5,21,11,5,5,1,0,1,1,1,58,46,49,58,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,2,4,1,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,102,2022-11-28 12:00:01.570
2022-11-24 17:05:40.597,2022-11-24 17:05:44.520,2022-11-24 17:26:52.933,2022-11-25 09:18:09.110,2022-12-02 13:30:42.703,100,105,106,105,106,7839,9083,Robot,9083,Robot,7839,9083,Non identifiable,9083,Non identifiable,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,273,273,273,0,0,15,172,70,0,0,15,73,70,1,2,3,4,5,0,0,0,6,2,29,59,0,59,0,0,5,0,5,0,56,52,0,52,0,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,0,3,2,0,5,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,105,2022-12-05 11:33:29.610
2022-12-05 11:14:59.710,2022-12-05 11:15:01.723,2022-12-05 11:49:32.530,2022-12-05 14:45:30.837,2022-12-05 16:31:29.957,100,102,103,104,107,10085,Robot,10925,10085,10085,10085,Non identifiable,10925,10085,10085,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,0,2,1,0,0,0,2,1,0,1,2,3,4,5,0,0,0,0,0,5,0,8,5,5,4,0,2,4,4,58,0,53,58,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,102,2022-12-05 17:19:58.687
2022-12-05 16:37:16.530,2022-12-05 16:37:24.373,2022-12-09 13:37:01.743,2022-12-12 11:09:34.343,2022-12-14 16:35:51.130,100,105,101,105,101,1109,9083,1109,10027,1109,1109,9083,1109,10027,1109,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,92,69,53,16,0,21,69,4,0,1,2,3,4,5,0,2,0,1,0,8,59,8,59,8,0,5,0,5,0,41,52,41,48,41,Non applicable,300,Non applicable,300,Non applicable,3,3,5,0,2,5,1,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,105,2022-12-15 09:25:42.370
2022-12-06 17:33:18.760,2022-12-06 17:33:26.293,2022-12-07 14:48:46.553,2022-12-07 21:56:26.670,2022-12-12 17:40:24.700,100,102,103,104,107,180,Robot,10925,180,180,180,Non identifiable,10925,180,180,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,21,7,115,95,0,21,6,115,63,1,2,3,4,5,0,0,0,3,0,5,0,8,5,5,1,0,2,1,1,47,0,53,47,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,4,1,0,6,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,102,2022-12-16 17:26:15.600
2022-12-07 14:22:07.130,2022-12-07 14:22:11.893,2022-12-09 14:10:41.640,2022-12-09 21:59:35.913,2022-12-13 11:22:05.340,100,102,103,104,107,11115,Robot,10925,11115,11115,11115,Non identifiable,10925,11115,11115,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,47,7,85,0,0,47,7,61,0,1,2,3,4,5,0,0,0,0,0,5,0,8,5,5,5,0,2,5,5,51,0,53,51,51,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,4,1,0,7,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,102,2022-12-13 12:01:21.033
2022-12-07 17:15:01.550,2022-12-07 17:15:10.303,2022-12-09 15:18:07.777,2022-12-13 13:09:12.387,2022-12-13 13:23:39.783,100,102,108,103,104,10919,4731,4731,73,10919,10919,4731,4731,73,10919,Initial Request,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,274,273,300,279,0,46,93,0,1,0,45,93,0,1,1,2,3,4,5,0,0,0,0,0,1,21,21,8,1,1,1,1,2,1,47,52,52,53,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,3,2,0,7,1,1,1,1,1,1,1,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,102,2022-12-13 14:51:25.703
2022-12-09 13:27:10.430,2022-12-09 13:27:17.120,2022-12-11 15:16:32.153,2022-12-12 10:14:17.720,2022-12-12 14:13:04.833,100,102,101,102,101,8977,4322,8977,4960,8977,8977,4322,8977,4960,8977,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,0,49,18,3,22,0,49,2,3,0,1,2,3,4,5,0,0,0,0,0,5,21,5,21,5,2,0,2,0,2,53,57,53,46,53,Non applicable,183,Non applicable,300,Non applicable,1,5,3,2,2,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,102,2022-12-13 12:31:28.957
2022-12-12 10:42:49.747,2022-12-12 10:42:52.917,2022-12-12 18:06:55.423,2022-12-12 22:54:04.003,2022-12-13 14:20:58.560,100,102,103,104,107,1161,Robot,10606,1161,1161,1161,Non identifiable,10606,1161,1161,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,7,4,15,0,0,7,4,11,0,1,2,3,4,5,0,0,0,0,0,5,0,11,5,5,1,0,1,1,1,42,0,49,42,42,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,4,1,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,102,2022-12-13 14:39:51.680
2022-12-12 13:44:46.120,2022-12-12 13:44:47.370,2022-12-13 11:28:47.937,2022-12-13 12:57:17.657,2022-12-13 15:03:17.870,100,102,103,104,107,795,Robot,10606,795,795,795,Non identifiable,10606,795,795,Initial Request,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,282,278,0,21,1,2,0,0,21,1,0,0,1,2,3,4,5,0,0,0,0,0,6,0,11,6,6,2,0,1,2,2,45,0,49,45,45,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,1,4,1,0,6,1,1,1,1,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,102,2022-12-13 15:11:45.380
