Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Task arrival date_act6,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Actvity ID_act6,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task Executer_act6,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task executer department_act6,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Task Type_act6,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,Action_act6,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,idBPMApplicationAction_act6,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and execution_act6,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Period between arrival and capture_act6,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Cumulative Length of Process_act6,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Overdue Days_act6,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Role ID_act6,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Years in Org Position_act6,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,Age_act6,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,idBPMRequirement_act6,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act7,Task arrival date_last_act7
2023-05-29 09:24:18.033,2023-05-29 09:24:21.190,2023-05-29 14:06:04.533,2023-05-29 14:11:02.683,2023-05-29 14:16:13.617,2023-05-30 09:10:42.043,100,102,103,102,102,102,9512,4960,10606,4960,4731,4731,9512,4960,10606,4960,4731,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,273,278,290,290,290,0,4,0,0,18,1,0,4,0,0,18,1,1,2,3,4,5,6,0,0,0,0,0,0,5,21,11,21,21,21,2,0,1,0,1,1,54,46,49,46,52,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,6,2,4,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,102,2023-05-30 11:00:19.953
2023-06-01 18:11:27.390,2023-06-01 18:11:31.763,2023-06-05 10:33:29.560,2023-06-05 11:07:28.987,2023-06-06 10:50:57.173,2023-06-06 16:11:14.967,100,102,103,104,102,101,11224,4960,10606,11224,4960,11224,11224,4960,10606,11224,4960,11224,Initial Request,Execution,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,271,272,0,88,0,23,5,0,0,88,0,23,5,0,1,2,3,4,5,6,0,2,0,0,0,0,1,21,11,1,21,1,1,0,1,1,0,1,50,46,49,50,46,50,Non applicable,Non applicable,Non applicable,Non applicable,331,Non applicable,2,6,4,2,1,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,102,2023-06-06 16:27:52.477
2023-06-05 08:56:39.567,2023-06-05 08:56:40.940,2023-06-05 13:21:43.940,2023-06-05 14:36:48.357,2023-06-05 14:44:15.410,2023-06-05 15:01:20.360,100,102,104,107,102,101,1178,4960,1178,1178,4960,1178,1178,4960,1178,1178,4960,1178,Initial Request,Execution,Execution,Final task,Execution,Requester response to rejection,Submit initial request,Non identifiable,Task executed with success,Non identifiable,Non identifiable,Non identifiable,270,275,282,278,271,272,0,4,1,0,0,0,0,4,1,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,5,21,5,2,0,2,2,0,2,40,46,40,40,46,40,Non applicable,Non applicable,Non applicable,Non applicable,300,Non applicable,0,6,4,2,1,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-06-05 15:18:45.987
2023-06-05 15:26:12.933,2023-06-05 15:26:18.933,2023-06-06 15:48:10.740,2023-06-06 16:54:24.410,2023-06-07 10:49:19.723,2023-06-07 11:16:55.370,100,102,101,102,101,102,1164,4960,1164,4731,1164,4960,1164,4960,1164,4731,1164,4960,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,271,272,271,272,290,0,24,1,17,0,46,0,24,1,17,0,46,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,21,5,21,1,0,1,1,1,0,42,46,42,52,42,46,Non applicable,183,Non applicable,300,Non applicable,Non applicable,0,6,3,3,2,5,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,102,2023-06-09 09:49:24.333
2023-06-05 17:08:59.323,2023-06-05 17:09:04.027,2023-06-07 09:24:24.493,2023-06-09 16:58:00.790,2023-06-09 17:01:33.170,2023-06-09 17:19:56.623,100,102,101,101,102,101,184,4731,184,184,4960,184,184,4731,184,184,4960,184,Initial Request,Execution,Requester response to rejection,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,271,290,272,271,272,0,40,55,0,0,0,0,39,47,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,5,21,5,10,1,10,10,0,10,51,52,51,51,46,51,Non applicable,331,Non applicable,Non applicable,300,Non applicable,2,2,4,2,2,6,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,102,2023-06-09 17:23:56.127
2023-06-06 09:01:08.480,2023-06-06 09:01:14.353,2023-06-09 12:09:41.023,2023-06-09 14:50:25.963,2023-06-09 15:11:51.377,2023-06-09 18:06:54.773,100,102,101,102,101,102,61,4960,61,4960,61,4960,61,4960,61,4960,61,4960,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,271,272,271,272,290,0,75,2,0,2,62,0,75,2,0,2,62,1,2,3,4,5,6,0,2,0,0,0,0,5,21,5,21,5,21,1,0,1,0,1,0,47,46,47,46,47,46,Non applicable,183,Non applicable,300,Non applicable,Non applicable,2,6,3,3,2,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,102,2023-06-12 08:46:53.693
2023-06-14 13:56:20.313,2023-06-14 13:56:21.390,2023-06-15 14:13:26.950,2023-06-15 14:27:15.073,2023-06-15 16:01:26.220,2023-06-19 10:55:06.203,100,102,103,104,104,102,950,4960,10606,950,10836,4322,950,4960,10606,950,10836,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Task returned to team,270,273,300,290,279,290,0,24,0,1,90,7,0,24,0,1,90,5,1,2,3,4,5,6,0,0,0,0,2,0,1,21,11,1,6,21,1,0,1,1,0,0,44,46,49,44,50,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,4,2,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,102,2023-06-19 18:09:12.190
2023-06-16 17:01:36.987,2023-06-16 17:01:51.550,2023-06-19 05:34:06.143,2023-06-19 09:59:57.153,2023-06-19 12:11:36.700,2023-06-19 13:17:59.530,100,102,103,104,102,102,533,4322,10606,533,4322,4731,533,4322,10606,533,4322,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,273,300,279,290,290,0,60,4,2,1,70,0,60,4,0,1,70,1,2,3,4,5,6,0,0,0,0,0,2,5,21,11,5,21,21,0,0,1,0,0,1,44,57,49,44,57,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,3,3,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,102,2023-06-22 12:17:00.467
2023-06-20 09:40:49.813,2023-06-20 09:40:50.440,2023-06-20 11:41:14.013,2023-06-20 11:51:40.407,2023-06-20 11:52:31.110,2023-06-20 12:21:08.367,100,102,101,101,102,101,9342,4960,9342,9342,4960,9342,9342,4960,9342,9342,4960,9342,Initial Request,Execution,Requester response to rejection,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,271,290,272,271,272,0,2,0,0,0,0,0,1,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,5,21,5,2,0,2,2,0,2,56,46,56,56,46,56,Non applicable,183,Non applicable,Non applicable,183,Non applicable,2,2,4,2,2,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2023-06-20 12:41:01.310
2023-06-22 11:37:09.747,2023-06-22 11:37:14.150,2023-06-22 12:38:24.110,2023-06-23 08:42:14.790,2023-06-23 11:17:22.523,2023-06-23 12:32:04.547,100,102,101,102,102,102,98,4731,98,4960,4731,4322,98,4731,98,4960,4731,4322,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,271,272,290,290,290,0,1,20,2,1,6,0,0,19,2,1,6,1,2,3,4,5,6,0,0,0,0,0,0,4,21,4,21,21,21,0,1,0,0,1,0,49,52,49,46,52,57,Non applicable,300,Non applicable,Non applicable,Non applicable,Non applicable,2,6,2,4,1,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,102,2023-06-23 19:01:28.310
2023-06-26 17:17:04.007,2023-06-26 17:17:07.053,2023-06-27 11:15:53.217,2023-06-27 14:03:16.540,2023-06-28 10:28:46.280,2023-06-29 15:54:20.053,100,102,103,104,102,101,967,4960,10606,967,4960,967,967,4960,10606,967,4960,967,Initial Request,Execution,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,271,272,0,17,2,20,29,0,0,17,2,0,29,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,11,5,21,5,1,0,1,1,0,1,43,46,49,43,46,43,Non applicable,Non applicable,Non applicable,Non applicable,300,Non applicable,1,6,4,2,1,9,1,1,1,1,1,1,0,0,1,1,1,3,0,0,1,1,0,0,1,0,1,1,0,102,2023-06-29 16:06:42.163
2023-06-29 14:50:03.063,2023-06-29 14:50:03.547,2023-06-29 16:47:05.147,2023-06-30 18:00:00.113,2023-06-30 18:01:33.457,2023-06-30 23:49:53.890,100,102,104,107,102,104,1752,4322,1752,1752,4322,1752,1752,4322,1752,1752,4322,1752,Initial Request,Execution,Execution,Final task,Execution,Execution,Submit initial request,Non identifiable,Task executed with success,Non identifiable,Non identifiable,Non identifiable,270,275,282,278,275,279,0,1,25,0,5,65,0,1,0,0,5,56,1,2,3,4,5,6,0,0,0,0,0,0,6,21,6,6,21,6,1,0,1,1,0,1,28,57,28,28,57,28,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,4,2,0,9,1,1,1,1,1,0,0,1,1,1,1,2,0,2,0,0,1,1,2,0,0,0,0,102,2023-07-03 17:21:37.483
2023-07-03 16:31:04.670,2023-07-03 16:31:05.170,2023-07-04 11:25:53.393,2023-07-04 13:30:31.980,2023-07-04 13:38:31.870,2023-07-04 16:08:06.033,100,102,102,103,104,107,9774,4960,4960,7854,9774,9774,9774,4960,4960,7854,9774,9774,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,273,300,282,278,0,18,2,0,2,0,0,18,2,0,1,0,1,2,3,4,5,6,0,0,0,0,0,0,6,21,21,9,6,6,3,0,0,2,3,3,52,46,46,55,52,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,3,4,2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,102,2023-07-04 16:15:03.283
2023-07-05 10:34:00.217,2023-07-05 10:34:00.903,2023-07-06 15:14:31.787,2023-07-15 09:54:11.917,2023-07-17 15:05:00.280,2023-07-17 15:07:53.720,100,102,102,102,102,102,1736,4960,4322,8548,8548,8548,1736,4960,4322,8548,8548,8548,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,28,210,53,0,42,0,28,195,53,0,42,1,2,3,4,5,6,0,0,9,11,11,13,5,21,21,32,32,32,1,0,0,1,1,1,27,46,57,58,58,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,4,2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,102,2023-07-19 09:38:07.977
2023-07-06 16:40:42.467,2023-07-06 16:40:45.670,2023-07-10 17:09:28.660,2023-07-14 12:06:17.650,2023-07-17 15:12:40.890,2023-07-18 11:33:40.530,100,102,102,102,102,102,7268,4960,8548,8548,8548,8548,7268,4960,8548,8548,8548,8548,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,96,90,75,20,22,0,96,90,75,20,22,1,2,3,4,5,6,0,3,6,10,10,11,12,21,32,32,32,32,0,0,1,1,1,1,58,46,58,58,58,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,1,5,1,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,102,2023-07-19 09:43:10.697
2023-07-07 13:35:56.400,2023-07-07 13:36:00.697,2023-07-11 14:25:02.610,2023-07-11 15:53:15.267,2023-07-13 09:51:56.430,2023-07-14 06:13:57.040,100,102,103,104,102,104,7341,4960,10606,7341,4322,7341,7341,4960,10606,7341,4322,7341,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,275,279,0,96,1,41,20,3,0,96,0,0,19,3,1,2,3,4,5,6,0,1,0,0,0,0,5,21,11,5,21,5,2,0,1,2,0,2,60,46,49,60,57,60,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,3,4,2,0,7,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,102,2023-07-14 09:44:11.350
2023-07-07 17:49:35.927,2023-07-07 17:49:37.690,2023-07-12 09:36:23.263,2023-07-14 09:17:51.837,2023-07-16 01:38:05.103,2023-07-16 17:26:14.287,100,102,102,102,103,104,10765,4960,4960,4322,10606,1736,10765,4960,4960,4322,10606,1736,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,290,290,273,300,279,0,111,47,40,15,92,0,111,47,39,15,16,1,2,3,4,5,6,0,1,3,5,0,2,12,21,21,21,11,5,10,0,0,0,1,1,51,46,46,57,49,27,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,3,3,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,102,2023-07-20 14:19:55.230
2023-07-18 15:02:28.477,2023-07-18 15:02:29.353,2023-07-20 09:17:39.110,2023-07-20 17:12:30.307,2023-07-23 17:46:25.733,2023-07-23 23:00:35.493,100,102,104,102,103,104,10348,8548,10348,4322,10606,10348,10348,8548,10348,4322,10606,10348,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,275,279,273,300,279,0,42,7,72,5,34,0,19,7,72,5,11,1,2,3,4,5,6,0,0,0,2,0,0,3,32,3,21,11,3,1,1,1,0,1,1,51,58,51,57,49,51,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,2,5,1,0,7,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,102,2023-07-25 09:29:44.127
2023-07-19 09:35:52.243,2023-07-19 09:35:53.413,2023-07-19 16:17:49.720,2023-07-20 10:51:42.600,2023-07-20 20:41:04.090,2023-07-24 08:40:24.343,100,102,102,103,104,104,7268,4960,4960,8804,7268,7268,7268,4960,4960,8804,7268,7268,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Non identifiable,270,290,273,300,290,279,0,6,18,9,83,7,0,6,0,2,83,7,1,2,3,4,5,6,0,0,0,0,2,3,12,21,21,8,12,12,0,0,0,8,0,0,58,46,46,60,58,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,4,2,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,102,2023-07-24 16:26:53.593
2023-07-19 10:57:08.110,2023-07-19 10:57:08.813,2023-07-19 13:55:40.687,2023-07-19 18:12:21.897,2023-07-19 22:36:20.147,2023-07-20 09:13:09.220,100,102,102,103,104,107,358,8548,4960,8804,358,358,358,8548,4960,8804,358,358,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,273,300,282,278,0,2,4,4,10,1,0,2,4,0,10,1,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,8,5,5,10,1,0,8,10,10,48,58,46,60,48,48,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,2,5,1,0,7,1,1,1,1,1,1,0,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,102,2023-07-20 11:00:51.320
2023-07-19 12:07:05.447,2023-07-19 12:07:06.823,2023-07-19 15:18:39.413,2023-07-20 09:03:14.517,2023-07-20 09:15:22.173,2023-07-20 09:43:30.840,100,102,102,101,102,101,Robot,4731,4960,Robot,4960,Robot,Non identifiable,4731,4960,Non identifiable,4960,Non identifiable,Initial Request,Execution,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,290,271,272,271,272,0,3,17,0,0,0,0,3,17,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,0,21,21,0,21,0,0,1,0,0,0,0,0,52,46,0,46,0,Non applicable,Non applicable,183,Non applicable,183,Non applicable,2,3,0,6,2,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,102,2023-07-20 09:48:34.560
2023-08-01 16:37:38.090,2023-08-01 16:37:38.607,2023-08-01 17:02:55.260,2023-08-02 08:44:30.517,2023-08-02 11:16:26.283,2023-08-02 12:15:54.780,100,102,104,102,103,104,1927,4731,1927,4960,10606,1927,1927,4731,1927,4960,10606,1927,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,275,279,273,300,279,0,0,15,2,0,4,0,0,15,2,0,3,1,2,3,4,5,6,0,0,0,0,0,0,1,21,1,21,11,1,0,1,0,0,1,0,28,52,28,46,49,28,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,4,2,0,7,1,1,1,1,1,1,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,102,2023-08-02 16:26:12.177
2023-08-02 13:11:06.977,2023-08-02 13:11:13.977,2023-08-03 11:01:21.970,2023-08-04 18:17:22.703,2023-08-07 10:25:32.127,2023-08-09 01:03:19.470,100,102,101,101,102,102,913,4960,913,7186,4322,4731,913,4960,913,7186,4322,4731,Initial Request,Execution,Requester response to rejection,Requester response to rejection,Execution,Execution,Submit initial request,Non identifiable,Task returned to team,Non identifiable,Task returned to team,Task returned to team,270,271,290,272,290,290,0,21,31,64,38,225,0,21,31,63,38,225,1,2,3,4,5,6,0,0,0,0,1,10,5,21,5,5,21,21,3,0,3,0,0,1,44,46,44,60,57,52,Non applicable,183,Non applicable,Non applicable,Non applicable,Non applicable,2,5,3,3,1,6,1,1,1,1,1,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,102,2023-08-18 10:06:52.120
2023-08-02 16:38:27.300,2023-08-02 16:38:29.940,2023-08-02 17:30:42.280,2023-08-03 12:30:29.633,2023-08-03 16:49:55.770,2023-08-03 16:55:29.613,100,102,102,102,102,102,350,4731,4731,4960,4960,4960,350,4731,4731,4960,4960,4960,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,18,4,0,15,0,0,18,4,0,15,1,2,3,4,5,6,0,0,0,0,0,0,5,21,21,21,21,21,1,1,1,0,0,0,45,52,52,46,46,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,1,5,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,0,0,0,2,1,0,0,0,0,0,102,2023-08-04 08:39:30.807
2023-08-03 10:47:27.610,2023-08-03 10:47:31.923,2023-08-03 13:04:09.050,2023-08-03 13:32:45.220,2023-08-03 13:43:18.360,2023-08-04 10:12:57.437,100,102,102,102,102,102,908,4731,4731,4731,4731,4960,908,4731,4731,4731,4731,4960,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,2,0,0,20,0,0,2,0,0,20,0,1,2,3,4,5,6,0,0,0,0,0,0,4,21,21,21,21,21,1,1,1,1,1,0,45,52,52,52,52,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,5,1,5,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2023-08-04 10:55:51.430
2023-08-04 15:33:39.360,2023-08-04 15:33:40.437,2023-08-05 23:45:31.023,2023-08-07 10:40:39.390,2023-08-07 10:47:51.187,2023-08-07 10:57:32.000,100,102,104,102,104,107,2096,10606,2096,4960,2096,2096,2096,10606,2096,4960,2096,2096,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,275,279,275,282,278,0,32,34,0,0,0,0,32,34,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,11,4,21,4,4,1,1,1,0,1,1,27,49,27,46,27,27,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,5,1,0,7,1,1,1,1,1,0,0,1,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0,102,2023-08-07 10:59:56.157
2023-08-07 17:09:25.887,2023-08-07 17:09:50.433,2023-08-08 11:44:35.637,2023-08-08 11:46:10.217,2023-08-08 12:05:42.323,2023-08-08 12:20:28.130,100,102,102,102,102,102,10955,4960,4960,4960,4731,4322,10955,4960,4960,4960,4731,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,18,0,0,0,184,0,18,0,0,0,184,1,2,3,4,5,6,0,0,0,0,0,7,6,21,21,21,21,21,1,0,0,0,1,0,49,46,46,46,52,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,1,5,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2023-08-16 05:18:57.497
2023-08-08 10:16:04.490,2023-08-08 10:16:06.710,2023-08-08 12:17:00.770,2023-08-08 16:53:44.227,2023-08-08 17:11:27.867,2023-08-08 23:24:53.760,100,102,102,102,102,102,1251,4731,4731,4731,4322,4960,1251,4731,4731,4731,4322,4960,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,2,4,0,6,9,0,1,4,0,6,9,1,2,3,4,5,6,0,0,0,0,0,0,6,21,21,21,21,21,3,1,1,1,0,0,40,52,52,52,57,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,1,5,0,6,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,102,2023-08-09 08:31:25.830
2023-08-10 09:00:22.653,2023-08-10 09:00:23.560,2023-08-10 16:03:06.237,2023-08-16 00:22:02.220,2023-08-16 09:06:47.930,2023-08-16 09:28:09.833,100,102,102,103,104,107,9441,4731,4322,10606,9441,9441,9441,4731,4322,10606,9441,9441,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,273,300,282,278,0,7,128,8,0,0,0,6,127,8,0,0,1,2,3,4,5,6,0,0,5,0,0,0,4,21,21,11,4,4,8,1,0,1,8,8,53,52,57,49,53,53,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,3,4,2,0,7,1,1,1,1,1,1,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,102,2023-08-16 09:32:52.630
2023-08-10 15:25:31.287,2023-08-10 15:25:33.083,2023-08-11 12:45:47.843,2023-08-11 13:28:31.243,2023-08-11 14:07:09.560,2023-08-11 14:51:22.293,100,102,101,102,101,102,6797,4731,6797,4731,6797,3959,6797,4731,6797,4731,6797,3959,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,271,272,271,272,290,0,21,0,0,0,0,0,20,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,21,5,21,10,1,10,1,10,1,65,52,65,52,65,55,Non applicable,331,Non applicable,331,Non applicable,Non applicable,0,3,3,3,2,5,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,102,2023-08-11 14:54:08.857
2023-08-14 08:59:15.303,2023-08-14 08:59:16.180,2023-08-14 16:21:29.393,2023-08-14 16:23:14.360,2023-08-16 05:07:38.967,2023-08-16 08:47:18.307,100,102,102,102,101,101,10666,4731,4731,4322,10666,10666,10666,4731,4731,4322,10666,10666,Initial Request,Execution,Execution,Execution,Requester response to rejection,Requester response to rejection,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Task returned to team,Non identifiable,270,290,290,271,290,272,0,7,0,36,3,0,0,7,0,36,3,0,1,2,3,4,5,6,0,0,0,1,0,0,5,21,21,21,5,5,0,1,1,0,0,0,50,52,52,57,50,50,Non applicable,Non applicable,Non applicable,191,Non applicable,Non applicable,3,6,3,3,1,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,102,2023-08-16 08:48:09.790
